dataset,split_id,split_method,metric,score,model
sol_del,train,random,log_loss,5.516109382485736,DummyClassifier
sol_del,validate,random,log_loss,6.501416733159658,DummyClassifier
sol_del,train,random,matthews_corrcoef,0.0,DummyClassifier
sol_del,validate,random,matthews_corrcoef,0.0,DummyClassifier
tox21,train,random,accuracy_score,0.9667624865253324,SVC
tox21,validate,random,accuracy_score,0.8799593082400814,SVC
tox21,train,random,f1_score,0.8462177888611805,SVC
tox21,validate,random,f1_score,0.4913793103448276,SVC
tox21,train,random,roc_auc_score,0.8875657955967364,SVC
tox21,validate,random,roc_auc_score,0.7070883909119203,SVC
tox21,train,random,log_loss,1.14798951041014,SVC
tox21,validate,random,log_loss,4.146104162823552,SVC
tox21,train,random,matthews_corrcoef,0.8309740780649019,SVC
tox21,validate,random,matthews_corrcoef,0.4235622563669714,SVC
tox21,train,random,accuracy_score,0.9541861300754582,LogisticRegression
tox21,validate,random,accuracy_score,0.8819938962360122,LogisticRegression
tox21,train,random,f1_score,0.7776809067131648,LogisticRegression
tox21,validate,random,f1_score,0.45794392523364486,LogisticRegression
tox21,train,random,roc_auc_score,0.83831776989552,LogisticRegression
tox21,validate,random,roc_auc_score,0.679261982570806,LogisticRegression
tox21,train,random,log_loss,1.582362479297269,LogisticRegression
tox21,validate,random,log_loss,4.075823848719662,LogisticRegression
tox21,train,random,matthews_corrcoef,0.7608416576754138,LogisticRegression
tox21,validate,random,matthews_corrcoef,0.3958040714853591,LogisticRegression
tox21,train,random,accuracy_score,0.9994610132950054,RandomForestClassifier
tox21,validate,random,accuracy_score,0.9033570701932858,RandomForestClassifier
tox21,train,random,f1_score,0.9976833976833978,RandomForestClassifier
tox21,validate,random,f1_score,0.42424242424242425,RandomForestClassifier
tox21,train,random,roc_auc_score,0.99768875192604,RandomForestClassifier
tox21,validate,random,roc_auc_score,0.640693082788671,RandomForestClassifier
tox21,train,random,log_loss,0.018615941283639522,RandomForestClassifier
tox21,validate,random,log_loss,3.3379374904254804,RandomForestClassifier
tox21,train,random,matthews_corrcoef,0.9973818558354325,RandomForestClassifier
tox21,validate,random,matthews_corrcoef,0.434594656367396,RandomForestClassifier
tox21,train,random,accuracy_score,0.9295724038807043,KNeighborsClassifier
tox21,validate,random,accuracy_score,0.8942014242115972,KNeighborsClassifier
tox21,train,random,f1_score,0.6095617529880478,KNeighborsClassifier
tox21,validate,random,f1_score,0.409090909090909,KNeighborsClassifier
tox21,train,random,roc_auc_score,0.7307645905075094,KNeighborsClassifier
tox21,validate,random,roc_auc_score,0.6391077264239029,KNeighborsClassifier
tox21,train,random,log_loss,2.432490033611044,KNeighborsClassifier
tox21,validate,random,log_loss,3.654170433994655,KNeighborsClassifier
tox21,train,random,matthews_corrcoef,0.6061734417399303,KNeighborsClassifier
tox21,validate,random,matthews_corrcoef,0.3883011519903406,KNeighborsClassifier
tox21,train,random,accuracy_score,0.8895077254761049,GradientBoostingClassifier
tox21,validate,random,accuracy_score,0.884028484231943,GradientBoostingClassifier
tox21,train,random,f1_score,0.1251778093883357,GradientBoostingClassifier
tox21,validate,random,f1_score,0.10937499999999999,GradientBoostingClassifier
tox21,train,random,roc_auc_score,0.5328814248732346,GradientBoostingClassifier
tox21,validate,random,roc_auc_score,0.5282543572984749,GradientBoostingClassifier
tox21,train,random,log_loss,3.8162693997205124,GradientBoostingClassifier
tox21,validate,random,log_loss,4.005515878143112,GradientBoostingClassifier
tox21,train,random,matthews_corrcoef,0.21532853849139705,GradientBoostingClassifier
tox21,validate,random,matthews_corrcoef,0.19352855204659825,GradientBoostingClassifier
tox21,train,random,accuracy_score,0.883399209486166,DummyClassifier
tox21,validate,random,accuracy_score,0.8789420142421159,DummyClassifier
tox21,train,random,f1_score,0.0,DummyClassifier
tox21,validate,random,f1_score,0.0,DummyClassifier
tox21,train,random,roc_auc_score,0.5,DummyClassifier
tox21,validate,random,roc_auc_score,0.5,DummyClassifier
tox21,train,random,log_loss,4.027248631027135,DummyClassifier
tox21,validate,random,log_loss,4.181194700909838,DummyClassifier
tox21,train,random,matthews_corrcoef,0.0,DummyClassifier
tox21,validate,random,matthews_corrcoef,0.0,DummyClassifier
